publication_id,published_in,start_page,end_page,continued_on,continuation_end,illustrated,notes,article_subseries,system
-249162873,-1375241067,24,24,,,no,,0,1
-248917842,-1549425535,9,9,,,no,Published in The Irish Press.,1196432413,1
-248803012,1151081991,1,24,,,no,,0,1
-248719341,-1008630374,215,258,,,no,,0,1
-247673193,1726428820,290,290,,,no,,-130755939,1
-247538224,918773871,28,28,,,no,,0,1
-247270193,2087846446,13,13,,,no,,0,1
-247215771,674849804,1,4,,,no,,-1883012142,1
-247072000,-153129637,59,63,,,unknown,First published in Irish Writing June 1951,0,1
-247025830,-2146623412,19,19,,,yes,,0,1
-246798188,-515072371,14,15,,,no,,0,1
-246736923,-249632810,170,17,,,no,,0,1
-246413459,1313952924,308,326,,,no,,0,1
-246285048,1933673603,3,9,,,yes,,0,1
-246219930,1171639226,169,174,,,no,April,0,1
-245967845,-2043323050,16,16,,,no,,0,1
-245321769,-2117682450,2,3,,,no,,0,1
-244803435,-1035089052,7,9,,,no,,0,1
-244153539,-1577684564,9,9,,,no,The Irish Press,1196432413,1
-243577726,-1618021750,61,72,,,unknown,,0,1
-243390361,1896318717,19,19,,,no,for Patrick,0,1
-242948417,-2029696460,55,56,,,no,,0,1
-242891539,-410276349,132,133,,,no,,0,1
-242037087,-415634493,69,70,,,no,,0,1
-241950466,897005585,14,14,,,no,,0,1
-241884340,131169367,90,90,,,no,,0,1
-241222450,430667041,1,4,,,no,January,0,1
-240330446,-620231275,211,212,,,no,,0,1
-240251452,150055343,,,,,unknown,,0,1
-240124771,-1893233960,567,579,,,no,October,0,1
-239627113,418028200,216,224,,,unknown,,0,1
-239207283,512862430,14,15,,,no,,0,1
-238759217,-621549575,9,9,,,unknown,,0,1
-238158981,-618594945,33,34,,,no,,0,1
-236759184,1172243087,223,228,,,no,May,0,1
-236388472,259301635,57,59,,,no,,0,1
-236144910,-1223657126,312,313,,,unknown,,-596841026,1
-236000435,-97315844,20,20,,,no,,0,1
-235988397,1928988223,697,700,,,no,December,0,1
-235787812,449622087,43,43,,,no,,0,1
-235418947,100315986,0,0,,,unknown,,0,1
-235005441,603634718,96,103,,,no,February,0,1
-234987384,1240802819,7,9,,,no,,0,1
-234295898,-149953506,331,331,,,no,June,0,1
-234186868,2103713995,497,497,,,unknown,Published in L.A.G. Strong (ed) The Best Poems of 1927.,0,1
-234102742,-1311858307,19,20,,,no,,0,1
-233908615,-214961320,6,7,,,no,,0,1
-233899611,1529408180,186,222,,,no,,0,1
-233041580,1611156639,474,489,,,unknown,,0,1
-232921496,403787619,311,332,,,no,,0,1
-232359071,-1930304288,5,6,,,no,,0,1
-232330017,-1557805808,639,639,,,no,December,0,1
-231876287,898909760,588,590,,,unknown,,0,1
-231798314,-1969671362,77,81,,,no,,-1500355767,1
-231787627,1174055092,40,40,,,no,January,0,1
-231654168,1292331282,194,195,,,unknown,,0,1
-231536713,-1557805808,477,478,,,no,Sept,0,1
-231525989,963340502,896,,,,unknown,,0,1
-231510799,-621549575,9,9,,,yes,,0,1
-231071266,-185511297,142,142,,,no,,0,1
-230393779,1432089852,4,6,,,no,,0,1
-230206187,-1223657126,172,173,,,unknown,,0,1
-230152562,1597119966,48,48,,,no,"""Inspired by Julio Cortazar's short story 'Axolotl'.""",0,1
-229994706,-836779776,6,6,,,no,,0,1
-229627821,-879973183,22,30,,,yes,,0,1
-229413185,-1597346186,14,15,,,yes,,0,1
-229367076,990279619,483,483,,,unknown,,0,1
-228761949,-1311747990,9,18,,,no,,0,1
-228495640,1829554659,9,9,,,no,Published in The Irish Press,1196432413,1
-228406579,1892141439,369,369,,,no,,0,1
-228127720,-613778072,24,24,,,no,,0,1
-228105965,107704662,657,657,,,no,December,0,1
-227412288,-1421971429,7,7,,,no,,0,1
-227321452,-1223657126,307,308,,,unknown,,0,1
-226857457,-1999890366,16,17,,,no,,0,1
-226700342,1855077800,176,177,,,no,,0,1
-226604294,1577694593,18,18,,,no,Translated from Russian,0,1
-226132786,-2001002885,12,12,,,yes,,0,1
-225411338,-1931804439,,,,,unknown,,0,1
-225284165,-1061084611,610,610,,,no,,223832161,1
-225070404,-1618021750,54,63,,,unknown,,0,1
-224739257,155415489,29,29,,,unknown,,0,1
-224453471,1749095200,137,137,,,unknown,"1984-85, Part 2",0,1
-224088440,1522744144,37,43,,,no,,0,1
-224059089,-893857614,50,50,,,no,"English translation, printed with the original poem in German, 'Alles Ist Immer Schon Viele Jahre Her'.",0,1
-223904888,1139337212,44,46,,,no,,0,1
-223507341,1131798224,89,89,,,no,Printed with English translation by the author ('Fairy King').,0,1
-222564851,638686726,149,149,,,no,,0,1
-222331052,-398759542,10,37,,,no,,0,1
-222011945,-1299980050,9,9,,,no,Published In The Irish Press,1196432413,1
-221892514,201319129,341,341,,,no,,0,1
-221451979,1138008993,17,17,,,no,,0,1
-220853190,200378422,74,75,,,no,,2130351092,1
-220400984,1896923012,39,40,,,no,,0,1
-220060853,1146784658,56,56,,,no,,0,1
-220028582,-472414678,60,60,,,no,,0,1
-219499600,1625269963,379,387,,,no,,0,1
-219269587,1146704851,43,44,,,no,,0,1
-218964980,-713972201,54,77,,,no,,0,1
-218935534,1827197523,19,19,,,yes,"Review of Michael Hartnett, Collected Poems",0,1
-218623342,1958109301,13,16,,,no,,0,1
-218400381,-526043338,60,60,,,no,Twelfth poem of 'Outside History: A Sequence'.,0,1
-218172121,1149122705,11,11,,,yes,,0,1
-218019643,-1729101633,1,5,,,unknown,,0,1
-218014880,614265856,199,199,,,no,,0,1
-217924066,-1480469904,201,201,,,unknown,"1967-68, Part 6",0,1
-217787190,1611418334,12,13,,,yes,,0,1
-217296849,615871219,89,98,,,no,February,-658162059,1
-217093373,-1285389212,387,391,,,unknown,,0,1
-216635535,1350998832,377,384,,,unknown,,0,1
-216612187,1052291844,17,17,,,no,,0,1
-216356016,1173873163,658,672,,,no,October,0,1
-215548906,1855077800,ix,ix,,,no,,0,1
-215108096,-885132197,32,32,,,no,,0,1
-214850188,-1223657126,454,456,,,unknown,,0,1
-214789519,-1221348220,1,5,,,unknown,,0,1
-214351688,-1804053261,,,,,unknown,,1196432413,1
-213909670,2065742958,359,365,,,no,,0,1
-213877640,-910620033,18,18,,,no,,0,1
-213656344,1214310078,20,20,,,yes,,570862934,1
-213567117,1128350924,16,16,,,no,,0,1
-213479162,86814256,19,19,,,no,,0,1
-213457708,1079410355,271,271,,,no,May,0,1
-213306277,-487160055,25,37,,,unknown,,0,1
-213223642,1173343098,13,14,,,no,,0,1
-212942956,971838569,2,2,,,no,,0,1
-212663325,-809857539,220,220,,,no,,0,1
-212547919,526572779,93,94,,,no,,0,1
-212292717,-831606182,636,641,,,no,December,0,1
-211662516,-541175721,8,8,,,no,review of Maurice Walsh's work,0,1
-211472117,1174918186,640,655,,,no,December. Cont in vol30.,-530683831,1
-211334410,990500390,349,349,,,no,,0,1
-211205444,-468527674,34,34,,,yes,,0,1
-210866826,-515072371,13,13,,,no,,0,1
-210781049,1172776839,564,565,,,no,November,0,1
-210773995,201821381,590,590,,,unknown,,0,1
-210723109,-149953506,195,203,274,283,no,April; May,0,1
-210533239,1135100663,114,114,,,no,Included in the section 'German Poets in Translation'.,0,1
-210430882,-697076730,328,328,,,no,June,0,1
-210258660,201821381,142,142,,,unknown,,0,1
-209905814,-1153081661,81,81,,,no,,0,1
-209812220,1174646083,239,244,,,no,,0,1
-209678764,1057958558,151,151,,,yes,,0,1
-209319740,-1754291595,4,4,,,unknown,,0,1
-209220667,1147943252,27,35,,,no,,0,1
-207969491,554530652,12,28,,,no,,0,1
-207836569,-969265528,184,198,,,yes,,0,1
-207549740,696106274,42,47,,,unknown,,0,1
-207301775,-1594707420,546,546,,,no,October,0,1
-207131539,-389911140,182,189,,,unknown,,0,1
-207083113,1146784658,50,51,,,unknown,,0,1
-206921477,-606868091,157,157,,,no,March,0,1
-206829212,-468527674,8,8,,,unknown,,0,1
-205626934,-610146419,9,9,,,no,,0,1
-204634782,1733055996,83,83,,,no,,0,1
-204473229,1978488698,9,9,,,no,Published in The Irish Press,1196432413,1
-204392431,-346899167,625,625,,,no,,0,1
-203776009,1911157344,5,5,,,yes,,0,1
-203398038,-105833424,107,107,,,no,,0,1
-202930264,-1947437900,103,103,,,no,,0,1
-202876609,-2032475366,26,34,,,no,January,0,1
-202813003,-603126408,5,8,,,no,,0,1
-202407913,-559397375,18,19,,,no,,0,1
-202186289,1192435449,8,12,,,unknown,,0,1
-201229771,-1664667830,53,72,,,no,,0,1
-201132069,-705066077,326,333,,,unknown,,0,1
-200964496,-1506614632,157,163,,,no,April,0,1
-200937732,-1595466888,201,201,,,no,,0,1
-200860607,1813940383,619,623,,,no,,0,1
-200754224,363236541,28,30,,,no,,0,1
-200664204,526572779,79,79,,,no,,0,1
-200299014,1613156066,311,311,,,no,Letter frefused publication by the Freeman's Journal.,0,1
-200278686,1191203619,42,,,,unknown,,0,1
-200128760,-1182182454,6,10,,,yes,,0,1
-200075923,1130251609,33,33,,,no,,0,1
-200035636,192898932,12,,14,14,no,,0,1
-199905676,1757902334,19,20,,,no,,0,1
-199896769,-714289875,108,108,,,no,,0,1
-199615205,164808931,34,39,,,no,,0,1
-199337795,-280663264,12,13,,,no,,0,1
-198841195,1174646083,617,618,,,no,,0,1
-198800848,-54141632,126,126,,,no,,0,1
-198510130,1483818529,228,235,,,unknown,,0,1
-197991130,-1253419405,12,12,,,no,,0,1
-197634383,1620339165,30,30,,,unknown,,0,1
-197414376,-884971455,20,20,,,no,,0,1
-197362002,-240619979,17,17,,,no,,0,1
-197037760,-1543824908,0,0,,,unknown,,0,1
-196633803,154556888,782,782,,,unknown,,0,1
-196088274,1126615973,41,58,,,no,,-260560895,1
-195979985,2058410121,404,408,,,unknown,,0,1
-195665585,-577406480,68,68,,,no,,0,1
-195261903,2070567637,28,28,,,yes,,0,1
-195130882,242083089,311,318,,,unknown,,0,1
-195037287,2103713995,429,429,,,unknown,,0,1
-194786263,435977672,181,194,,,no,,0,1
-194492527,-1557805808,587,587,,,no,November,0,1
-194404207,379088194,111,111,,,no,,0,1
-194349898,1171285773,538,538,,,no,Oct,0,1
-194197008,1813940383,525,752,,,no,"In three parts, starts p 525, cont p 578, 749.",0,1
-194049847,1135100663,31,31,,,no,,0,1
-194019341,1133470785,137,137,,,no,Speech delivered at IWFL meeting October 12th.,0,1
-193741591,-438676918,12,13,,,no,,0,1
-193297514,-1936047686,93,93,,,no,,0,1
-193113850,-868544846,67,70,,,no,"Review of Michael Davitt, Freacnairc Mhearcair/The Oomph of Quicksilver, ed. Louis de Paor.",0,1
-193090810,1303907671,25,25,,,no,,0,1
-193089613,-1028448326,403,420,,,unknown,,0,1
-193047302,1649989344,46,46,,,no,,0,1
-192971136,1658656805,5,5,,,yes,,0,1
-192957902,-1497019498,81,81,,,no,,0,1
-192675980,1652334623,20,26,,,no,,0,1
-192441013,-1833569614,8,9,,,no,,0,1
-192153932,-1027112424,131,131,,,no,,0,1
-192073413,-2063371543,30,39,,,no,,0,1
-191990198,41858289,24,25,,,no,,0,1
-191724733,1623997958,39,39,,,unknown,,0,1
-191709382,1429267455,13,13,,,no,,0,1
-191673984,915920677,1,2,,,no,,0,1
-191395263,-1606657216,149,153,,,unknown,,0,1
-190896830,1173110667,387,387,,,no,June,0,1
-190591502,-494985287,20,21,,,yes,,0,1
-190437676,1258692382,25,25,,,no,,0,1
-190393495,1681222152,3,16,,,yes,,0,1
-190188432,-799593777,355,355,,,no,July,0,1
-189906251,-233205244,95,95,,,unknown,,0,1
-189629025,1840447853,18,18,,,no,,0,1
-189518862,-721085611,472,501,,,unknown,,0,1
-189476542,1011382245,9,9,,,no,Published in The Irish Press.,1196432413,1
-189067566,215613428,72,72,,,no,"Translation of  'Marbhghin', printed alongside the poet's translation.",0,1
-188918825,-493602281,75,75,,,no,,0,1
-188867584,885371483,17,17,,,no,,0,1
-188581062,1698577597,43,55,,,no,,0,1
-188375388,713068243,16,16,,,no,,0,1
-188034475,1127269412,110,110,,,no,,0,1
-187646986,-335216964,14,19,,,no,,0,1
-187596418,-1636106620,16,17,,,yes,Review of Eamon Grennan and Paula Meehan,0,1
-187313028,1172077206,630,630,,,no,November,0,1
-186602742,-810394163,142,142,,,unknown,,0,1
-186479181,869131982,201,201,,,no,,0,1
-186083409,1800437956,363,363,,,no,,0,1
-185800727,-2055135096,12,12,,,no,,0,1
-185626146,-320966608,350,362,,,unknown,,0,1
-185606577,1454049665,81,,,,unknown,,0,1
-184774772,-1497019498,98,98,,,no,,0,1
-184584217,-1890370001,264,267,,,no,,0,1
-184444245,201821381,618,618,,,unknown,,0,1
-184150083,-975841760,14,14,,,no,,0,1
-184008435,-1126754116,400,432,,,unknown,,0,1
-183322341,-233365316,914,925,,,no,,0,1
-182604020,-76988266,133,136,,,no,,-1883012142,1
-182294726,391441009,17,17,,,no,,0,1
-182066669,-740362342,8,0,,,no,,0,1
-181862846,964109526,14,14,,,no,,0,1
-181859352,1747035885,107,110,,,yes,,0,1
-181606273,1139071066,175,175,,,no,,0,1
-181362938,-65256896,54,60,,,no,,0,1
-181245721,-2027318722,1,14,,,no,,0,1
-181112304,211183821,49,49,,,no,"Review of Tara West, Fodder",0,1
-181094399,-286091264,4,6,,,no,,0,1
-180723777,1128602390,88,88,,,no,,0,1
-180692369,1170763965,282,594,,,no,In sixteen chapters,0,1
-180656759,1612846544,24,25,,,no,,0,1
-180621554,-1664667830,87,88,,,no,,-839800880,1
-180615945,1149024398,,,,,unknown,,1196432413,1
-180420499,2045301148,272,279,,,yes,,0,1
-179952476,1546405903,4,6,,,no,,0,1
-179742827,-1223657126,28,28,,,unknown,,0,1
-179664535,1171536095,131,131,,,no,March,0,1
-179484779,1139857232,45,46,,,no,"Printed with original in Irish, 'Lá Fómhar I nGleann na gCuach'.",0,1
-178997766,1147853437,6,7,,,no,,0,1
-178892450,-1685781584,14,16,,,yes,,0,1
-178812785,1180602560,314,319,,,yes,,0,1
-178636341,-342731262,185,186,,,no,,-1883012142,1
-178618321,-1903649882,2,2,,,no,,0,1
-177997223,1157107443,12,13,,,yes,,0,1
-177946423,459655400,393,398,,,unknown,,0,1
-177557259,-1941085530,20,20,,,no,,0,1
-177114981,940514626,4,21,,,no,,0,1
-176960447,1139318752,23,24,,,no,,0,1
-176842294,567349523,30,33,,,no,"Review of Medbh McGuckian, Shelmalier",0,1
-176746253,532859993,115,125,,,no,,-588755784,1
-176594914,1270116468,32,32,,,no,,0,1
-176456707,-2001107604,72,76,,,no,,0,1
-176202713,1926470270,,,,,unknown,,0,1
-176009356,107704662,57,75,,,no,February,0,1
-176002711,1417673453,83,87,,,no,"Review of Fleur Adcock, Poems 1960-2000",0,1
-175752175,262064107,7,12,,,yes,,0,1
-175724268,1733055996,82,82,,,no,,0,1
-175528563,-463215609,15,17,,,yes,,0,1
-175405692,1133425978,1,15,,,no,,0,1
-175001201,-387796956,40,45,,,unknown,,0,1
-174642200,-948490450,398,400,,,unknown,,-596841026,1
-174495675,-415634493,59,60,,,yes,,0,1
-174441185,1315754582,3,9,,,no,"No. 3 in an occasional series where  the invited poet  outlines ""what poetry and being a poet means to them"".",0,1
-174207123,-1896137572,13,27,,,no,,0,1
-174183820,1292331282,155,156,,,unknown,,-596841026,1
-174147313,1351033862,50,53,,,no,January,0,1
-173771146,-1276387778,9,10,,,unknown,,-893057431,1
-173058780,-493602281,83,83,,,no,,0,1
-172953197,526572779,37,37,,,no,,0,1
-172936319,1146784658,47,48,,,no,,0,1
-172656361,1170502890,252,252,,,no,,0,1
-172512153,-1930569700,,,,,unknown,,0,1
-172110986,-2082218448,25,26,,,no,"'This specimen of Connaught folk-lore has been taken down from the lips of a peasant by the writer, who gives the tale as it is told round Western firesides'.",0,1
-171941799,1131382003,8,9,,,yes,,0,1
-171393432,-1430686658,106,115,,,yes,,0,1
-171115319,-1271203974,42,42,,,no,,0,1
-170900456,1899269875,350,,,,unknown,,0,1
-170689050,-607469159,57,68,,,no,,0,1
-170515631,-1366068647,np,np,,,no,,0,1
-170367030,1216311180,25,25,,,no,,0,1
-170345014,-1162987530,201,214,,,no,,-1691087955,1
-169964122,1004906585,,,,,unknown,,0,1
-169951164,-1893233960,551,558,,,no,October,2137778598,1
-169272393,-747298226,25,41,,,yes,,0,1
-169088274,1533071297,7,7,,,no,,0,1
-168936400,1000609555,12,12,,,no,,0,1
-168778516,1146784658,67,67,,,no,,0,1
-168711702,1079410355,411,420,,,no,July,0,1
-168415210,-873770584,11,14,,,yes,,0,1
-168236397,-84912884,19,20,,,no,,0,1
-167975996,614265856,205,205,,,no,,0,1
-167947334,1170357844,158,164,,,no,,0,1
-167649419,-224395774,24,24,,,no,,0,1
-167591573,2132480069,53,53,,,no,,0,1
-167038298,1243812318,31,31,,,no,,0,1
-166728009,1171661134,4,4,,,no,,0,1
-166363372,1801617983,294,308,,,no,,0,1
-165705691,-149953506,211,228,,,no,April,-988065117,1
-164347142,-394913093,144,146,,,no,,0,1
-164253886,1038585673,15,15,,,unknown,,0,1
-163858205,-1086997401,33,35,,,no,,0,1
-163504588,596783583,16,18,,,yes,,0,1
-163242248,-421265503,15,15,,,no,,0,1
-163079794,1171285773,57,63,,,no,Feb,0,1
-162826736,2022165906,7,10,,,yes,,0,1
-162564473,-776627253,48,52,,,no,February,0,1
-162515591,449622087,54,54,,,no,'Gee Thanks'. Published in Breaking the Skin (2002),0,1
-162375338,-1544839053,56,56,,,no,,0,1
-162291185,567349523,108,108,,,no,,0,1
-162199756,-899129633,26,26,,,no,,0,1
-161955289,1131644134,34,34,,,no,,0,1
-161551951,-972585585,109,136,,,no,,0,1
-161482575,629956949,19,20,,,yes,,0,1
-160709486,-965910332,8,11,,,yes,,0,1
-160507706,-834871267,16,20,,,yes,,0,1
-159675101,1174918186,273,275,,,no,May,0,1
-159468920,-948490450,380,382,,,unknown,,0,1
-159319407,454921936,22,134,,,no,,0,1
-159255872,-1887585433,20,21,,,yes,,0,1
-159148865,1128897108,151,151,,,no,,0,1
-159035186,263266138,88,89,,,no,,0,1
-158431136,258763618,8,9,,,no,,0,1
-157930523,-1893233960,34,34,,,no,January,0,1
-157651636,1933587243,1,15,,,unknown,,0,1
-157638824,-824184301,,,,,unknown,,1196432413,1
-157610260,-521321384,42,42,,,no,,,1
-157200203,-1751148540,105,113,,,unknown,,0,1
-156556660,2126091927,3,16,,,no,,0,1
-155624680,2064220738,507,507,,,unknown,,0,1
-154912219,-1557805808,662,662,,,no,December,0,1
-154776078,1172077206,560,560,,,no,October,0,1
-154355159,-1516137464,51,51,,,no,,0,1
-154320206,-133252636,495,507,,,unknown,,0,1
-154053831,2123058522,76,82,,,no,,0,1
-153954820,-65256896,109,109,,,no,,0,1
-153797270,-483516334,652,656,,,unknown,,0,1
-153769895,1384913080,87,87,,,unknown,,0,1
-153642666,1597119966,76,76,,,no,,0,1
-153638438,-1394939427,401,414,,,unknown,,0,1
-153228360,1649989344,47,47,,,no,,0,1
-153214141,-1008030838,4,5,,,no,,0,1
-152055467,420789205,173,173,,,no,,270720473,1
-151887143,1567081961,26,26,,,no,,0,1
-151417410,958730193,460,462,,,no,,0,1
-151250577,-1349168311,373,373,,,no,,0,1
-151102776,944309580,102,102,,,no,Letter refused publication by the daily Press.,-159297903,1
-150947570,2103713995,547,548,,,unknown,,0,1
-150429267,-1223657126,582,583,,,unknown,,0,1
-150282188,-966718423,129,129,,,no,,0,1
-149912056,301658993,52,54,,,yes,,0,1
-149888239,-831606182,439,447,,,no,August,2019743755,1
-149823065,-444165571,401,402,,,no,,0,1
-149529867,-1461639658,428,432,,,unknown,,0,1
-149261477,1135010462,89,89,,,no,,0,1
-148941412,1147853437,22,22,,,no,,0,1
-148661499,567349523,39,39,,,no,,0,1
-148630900,-132364649,167,168,,,no,,0,1
-148340503,-799593777,49,51,,,no,Jan,0,1
-147749150,1173110667,441,448,,,no,July,0,1
-147672345,1831481425,5,5,,,no,,0,1
-147649928,-775192478,446,446,,,unknown,,0,1
-147557144,-1564427275,18,18,,,no,,0,1
-147423914,-729328439,,,,,unknown,,0,1
-146799923,2128791951,34,34,,,no,,0,1
-146536032,-109806981,34,52,,,no,,0,1
-146322198,897005585,15,15,,,no,,0,1
-146283152,1061499690,350,350,,,no,,0,1
-145643154,-466675647,9,9,,,no,Published in The Irish Press.,1196432413,1
-145334987,-1590143071,20,22,,,no,,0,1
-144936706,-211630063,13,17,,,unknown,Lister as 'The Lady with the Unbrella' in IUR Autumn 1979,0,1
-144810237,1133457499,80,80,,,no,,0,1
-144810163,-54386127,27,27,,,no,,0,1
-144803072,1094361901,69,72,,,no,,0,1
-144522505,103362875,5,8,,,yes,,0,1
-144381708,-1010250026,7,9,,,yes,,0,1
-144276013,1216311180,57,57,,,no,,0,1
-143991326,112299568,0,0,,,unknown,,0,1
-143990730,-1337914168,19,21,,,yes,,0,1
-143454304,2090037844,27,27,,,yes,,0,1
-143359008,1588823483,8,11,,,yes,,0,1
-143202338,923225563,23,23,,,no,,0,1
-143093821,256043213,7,9,,,yes,,0,1
-143026350,-149953506,180,183,,,no,March,0,1
-142765056,-1696200101,9,9,,,no,Published in The Irish Press.,1196432413,1
-142724491,-1770530087,4,4,,,no,,0,1
-142556557,614265856,203,205,,,no,,0,1
-142345525,-688562253,242,242,,,no,Originally printed in the Manchester Guardian.,0,1
-141612377,1758343934,,,,,unknown,,1196432413,1
-141424911,1173873163,765,765,,,no,December,0,1
-141289381,1146704851,74,75,,,no,,0,1
-140884224,222762388,563,563,,,no,October. As R.M.G.,0,1
-139469106,-2034901215,255,233,,,unknown,,0,1
-139251247,1146693316,3,3,,,no,,0,1
-139047208,112955283,7,8,,,no,,0,1
-138134947,-327276385,59,59,,,no,Part of a special feature on Scottish poets.,0,1
-137742955,-302635545,325,325,,,no,,-102690076,1
-137699332,1848287175,167,168,,,no,,0,1
-137529334,1171710502,227,227,,,no,April,0,1
-137338135,-1105416179,10,10,,,yes,,0,1
-136982849,-415577967,1,5,,,unknown,,0,1
-136921456,-1903649882,5,5,,,no,,0,1
